"staff_id","staff_name","role","service","week","month","service-2","available_beds","patients_request","patients_admitted","patients_refused","patient_satisfaction","staff_morale","event"
"STF-6c412e28","Daniel Baker","nurse","ICU",11,3,"ICU",14,17,14,3,61,50,"none"
"STF-6c412e28","Daniel Baker","nurse","ICU",10,3,"ICU",13,8,8,0,91,56,"none"
"STF-6c412e28","Daniel Baker","nurse","ICU",9,3,"ICU",11,20,11,9,97,73,"none"
"STF-6c412e28","Daniel Baker","nurse","ICU",8,2,"ICU",12,10,10,0,76,98,"none"
"STF-6c412e28","Daniel Baker","nurse","ICU",7,2,"ICU",21,47,21,26,72,83,"flu"
"STF-6c412e28","Daniel Baker","nurse","ICU",6,2,"ICU",14,12,12,0,87,51,"none"
"STF-6c412e28","Daniel Baker","nurse","ICU",5,2,"ICU",22,13,13,0,73,88,"none"
"STF-6c412e28","Daniel Baker","nurse","ICU",4,1,"ICU",20,21,20,1,64,85,"flu"
"STF-6c412e28","Daniel Baker","nurse","ICU",3,1,"ICU",20,21,20,1,82,89,"none"
"STF-6c412e28","Daniel Baker","nurse","ICU",2,1,"ICU",16,7,7,0,79,85,"donation"
"STF-6c412e28","Daniel Baker","nurse","ICU",1,1,"ICU",22,31,22,9,84,91,"flu"
"STF-d7371c06","Shirley Suarez","nurse","ICU",52,12,"ICU",22,24,22,2,80,96,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",51,12,"ICU",18,15,15,0,87,80,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",50,12,"ICU",22,13,13,0,65,57,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",49,12,"ICU",16,22,16,6,83,64,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",48,12,"ICU",16,23,16,7,98,76,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",47,12,"ICU",13,16,13,3,76,82,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",46,12,"ICU",23,28,23,5,89,75,"flu"
"STF-d7371c06","Shirley Suarez","nurse","ICU",45,12,"ICU",18,42,18,24,70,54,"flu"
"STF-d7371c06","Shirley Suarez","nurse","ICU",44,11,"ICU",12,16,12,4,73,87,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",43,11,"ICU",18,12,12,0,89,87,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",42,11,"ICU",16,12,12,0,80,55,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",41,11,"ICU",21,20,20,0,77,96,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",40,10,"ICU",12,15,12,3,97,84,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",39,10,"ICU",11,15,11,4,95,50,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",38,10,"ICU",20,18,18,0,81,70,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",37,10,"ICU",13,20,13,7,82,65,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",36,9,"ICU",15,5,5,0,83,64,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",35,9,"ICU",18,5,5,0,82,64,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",34,9,"ICU",10,7,7,0,72,53,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",33,9,"ICU",11,13,11,2,94,50,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",32,8,"ICU",11,15,11,4,84,51,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",31,8,"ICU",8,12,8,4,87,86,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",30,8,"ICU",8,7,7,0,62,65,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",29,8,"ICU",14,15,14,1,84,82,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",28,7,"ICU",12,8,8,0,86,59,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",27,7,"ICU",15,10,10,0,86,51,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",26,7,"ICU",14,8,8,0,98,63,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",25,7,"ICU",8,6,6,0,71,90,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",24,6,"ICU",9,9,9,0,91,73,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",23,6,"ICU",17,12,12,0,85,83,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",22,6,"ICU",9,6,6,0,92,82,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",21,6,"ICU",12,9,9,0,69,54,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",20,5,"ICU",10,14,10,4,85,65,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",19,5,"ICU",14,17,14,3,68,61,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",18,5,"ICU",12,9,9,0,63,55,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",17,5,"ICU",14,17,14,3,87,83,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",16,4,"ICU",18,15,15,0,98,78,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",15,4,"ICU",14,11,11,0,92,52,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",14,4,"ICU",10,16,10,6,92,54,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",13,4,"ICU",17,12,12,0,66,52,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",12,3,"ICU",16,13,13,0,79,94,"donation"
"STF-d7371c06","Shirley Suarez","nurse","ICU",11,3,"ICU",14,17,14,3,61,50,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",10,3,"ICU",13,8,8,0,91,56,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",9,3,"ICU",11,20,11,9,97,73,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",8,2,"ICU",12,10,10,0,76,98,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",7,2,"ICU",21,47,21,26,72,83,"flu"
"STF-d7371c06","Shirley Suarez","nurse","ICU",6,2,"ICU",14,12,12,0,87,51,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",5,2,"ICU",22,13,13,0,73,88,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",4,1,"ICU",20,21,20,1,64,85,"flu"
"STF-d7371c06","Shirley Suarez","nurse","ICU",3,1,"ICU",20,21,20,1,82,89,"none"
"STF-d7371c06","Shirley Suarez","nurse","ICU",2,1,"ICU",16,7,7,0,79,85,"donation"
"STF-d7371c06","Shirley Suarez","nurse","ICU",1,1,"ICU",22,31,22,9,84,91,"flu"
"STF-d77b1013","Christopher Bass","nurse","ICU",52,12,"ICU",22,24,22,2,80,96,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",51,12,"ICU",18,15,15,0,87,80,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",50,12,"ICU",22,13,13,0,65,57,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",49,12,"ICU",16,22,16,6,83,64,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",48,12,"ICU",16,23,16,7,98,76,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",47,12,"ICU",13,16,13,3,76,82,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",46,12,"ICU",23,28,23,5,89,75,"flu"
"STF-d77b1013","Christopher Bass","nurse","ICU",45,12,"ICU",18,42,18,24,70,54,"flu"
"STF-d77b1013","Christopher Bass","nurse","ICU",44,11,"ICU",12,16,12,4,73,87,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",43,11,"ICU",18,12,12,0,89,87,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",42,11,"ICU",16,12,12,0,80,55,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",41,11,"ICU",21,20,20,0,77,96,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",40,10,"ICU",12,15,12,3,97,84,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",39,10,"ICU",11,15,11,4,95,50,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",38,10,"ICU",20,18,18,0,81,70,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",37,10,"ICU",13,20,13,7,82,65,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",36,9,"ICU",15,5,5,0,83,64,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",35,9,"ICU",18,5,5,0,82,64,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",34,9,"ICU",10,7,7,0,72,53,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",33,9,"ICU",11,13,11,2,94,50,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",32,8,"ICU",11,15,11,4,84,51,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",31,8,"ICU",8,12,8,4,87,86,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",30,8,"ICU",8,7,7,0,62,65,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",29,8,"ICU",14,15,14,1,84,82,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",28,7,"ICU",12,8,8,0,86,59,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",27,7,"ICU",15,10,10,0,86,51,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",26,7,"ICU",14,8,8,0,98,63,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",25,7,"ICU",8,6,6,0,71,90,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",24,6,"ICU",9,9,9,0,91,73,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",23,6,"ICU",17,12,12,0,85,83,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",22,6,"ICU",9,6,6,0,92,82,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",21,6,"ICU",12,9,9,0,69,54,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",20,5,"ICU",10,14,10,4,85,65,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",19,5,"ICU",14,17,14,3,68,61,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",18,5,"ICU",12,9,9,0,63,55,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",17,5,"ICU",14,17,14,3,87,83,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",16,4,"ICU",18,15,15,0,98,78,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",15,4,"ICU",14,11,11,0,92,52,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",14,4,"ICU",10,16,10,6,92,54,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",13,4,"ICU",17,12,12,0,66,52,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",12,3,"ICU",16,13,13,0,79,94,"donation"
"STF-d77b1013","Christopher Bass","nurse","ICU",11,3,"ICU",14,17,14,3,61,50,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",10,3,"ICU",13,8,8,0,91,56,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",9,3,"ICU",11,20,11,9,97,73,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",8,2,"ICU",12,10,10,0,76,98,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",7,2,"ICU",21,47,21,26,72,83,"flu"
"STF-d77b1013","Christopher Bass","nurse","ICU",6,2,"ICU",14,12,12,0,87,51,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",5,2,"ICU",22,13,13,0,73,88,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",4,1,"ICU",20,21,20,1,64,85,"flu"
"STF-d77b1013","Christopher Bass","nurse","ICU",3,1,"ICU",20,21,20,1,82,89,"none"
"STF-d77b1013","Christopher Bass","nurse","ICU",2,1,"ICU",16,7,7,0,79,85,"donation"
"STF-d77b1013","Christopher Bass","nurse","ICU",1,1,"ICU",22,31,22,9,84,91,"flu"
"STF-a94474ff","Lisa Archer","nurse","ICU",52,12,"ICU",22,24,22,2,80,96,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",51,12,"ICU",18,15,15,0,87,80,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",50,12,"ICU",22,13,13,0,65,57,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",49,12,"ICU",16,22,16,6,83,64,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",48,12,"ICU",16,23,16,7,98,76,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",47,12,"ICU",13,16,13,3,76,82,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",46,12,"ICU",23,28,23,5,89,75,"flu"
"STF-a94474ff","Lisa Archer","nurse","ICU",45,12,"ICU",18,42,18,24,70,54,"flu"
"STF-a94474ff","Lisa Archer","nurse","ICU",44,11,"ICU",12,16,12,4,73,87,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",43,11,"ICU",18,12,12,0,89,87,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",42,11,"ICU",16,12,12,0,80,55,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",41,11,"ICU",21,20,20,0,77,96,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",40,10,"ICU",12,15,12,3,97,84,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",39,10,"ICU",11,15,11,4,95,50,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",38,10,"ICU",20,18,18,0,81,70,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",37,10,"ICU",13,20,13,7,82,65,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",36,9,"ICU",15,5,5,0,83,64,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",35,9,"ICU",18,5,5,0,82,64,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",34,9,"ICU",10,7,7,0,72,53,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",33,9,"ICU",11,13,11,2,94,50,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",32,8,"ICU",11,15,11,4,84,51,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",31,8,"ICU",8,12,8,4,87,86,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",30,8,"ICU",8,7,7,0,62,65,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",29,8,"ICU",14,15,14,1,84,82,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",28,7,"ICU",12,8,8,0,86,59,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",27,7,"ICU",15,10,10,0,86,51,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",26,7,"ICU",14,8,8,0,98,63,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",25,7,"ICU",8,6,6,0,71,90,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",24,6,"ICU",9,9,9,0,91,73,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",23,6,"ICU",17,12,12,0,85,83,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",22,6,"ICU",9,6,6,0,92,82,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",21,6,"ICU",12,9,9,0,69,54,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",20,5,"ICU",10,14,10,4,85,65,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",19,5,"ICU",14,17,14,3,68,61,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",18,5,"ICU",12,9,9,0,63,55,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",17,5,"ICU",14,17,14,3,87,83,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",16,4,"ICU",18,15,15,0,98,78,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",15,4,"ICU",14,11,11,0,92,52,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",14,4,"ICU",10,16,10,6,92,54,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",13,4,"ICU",17,12,12,0,66,52,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",12,3,"ICU",16,13,13,0,79,94,"donation"
"STF-a94474ff","Lisa Archer","nurse","ICU",11,3,"ICU",14,17,14,3,61,50,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",10,3,"ICU",13,8,8,0,91,56,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",9,3,"ICU",11,20,11,9,97,73,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",8,2,"ICU",12,10,10,0,76,98,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",7,2,"ICU",21,47,21,26,72,83,"flu"
"STF-a94474ff","Lisa Archer","nurse","ICU",6,2,"ICU",14,12,12,0,87,51,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",5,2,"ICU",22,13,13,0,73,88,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",4,1,"ICU",20,21,20,1,64,85,"flu"
"STF-a94474ff","Lisa Archer","nurse","ICU",3,1,"ICU",20,21,20,1,82,89,"none"
"STF-a94474ff","Lisa Archer","nurse","ICU",2,1,"ICU",16,7,7,0,79,85,"donation"
"STF-a94474ff","Lisa Archer","nurse","ICU",1,1,"ICU",22,31,22,9,84,91,"flu"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",52,12,"ICU",22,24,22,2,80,96,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",51,12,"ICU",18,15,15,0,87,80,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",50,12,"ICU",22,13,13,0,65,57,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",49,12,"ICU",16,22,16,6,83,64,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",48,12,"ICU",16,23,16,7,98,76,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",47,12,"ICU",13,16,13,3,76,82,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",46,12,"ICU",23,28,23,5,89,75,"flu"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",45,12,"ICU",18,42,18,24,70,54,"flu"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",44,11,"ICU",12,16,12,4,73,87,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",43,11,"ICU",18,12,12,0,89,87,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",42,11,"ICU",16,12,12,0,80,55,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",41,11,"ICU",21,20,20,0,77,96,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",40,10,"ICU",12,15,12,3,97,84,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",39,10,"ICU",11,15,11,4,95,50,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",38,10,"ICU",20,18,18,0,81,70,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",37,10,"ICU",13,20,13,7,82,65,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",36,9,"ICU",15,5,5,0,83,64,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",35,9,"ICU",18,5,5,0,82,64,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",34,9,"ICU",10,7,7,0,72,53,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",33,9,"ICU",11,13,11,2,94,50,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",32,8,"ICU",11,15,11,4,84,51,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",31,8,"ICU",8,12,8,4,87,86,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",30,8,"ICU",8,7,7,0,62,65,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",29,8,"ICU",14,15,14,1,84,82,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",28,7,"ICU",12,8,8,0,86,59,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",27,7,"ICU",15,10,10,0,86,51,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",26,7,"ICU",14,8,8,0,98,63,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",25,7,"ICU",8,6,6,0,71,90,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",24,6,"ICU",9,9,9,0,91,73,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",23,6,"ICU",17,12,12,0,85,83,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",22,6,"ICU",9,6,6,0,92,82,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",21,6,"ICU",12,9,9,0,69,54,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",20,5,"ICU",10,14,10,4,85,65,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",19,5,"ICU",14,17,14,3,68,61,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",18,5,"ICU",12,9,9,0,63,55,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",17,5,"ICU",14,17,14,3,87,83,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",16,4,"ICU",18,15,15,0,98,78,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",15,4,"ICU",14,11,11,0,92,52,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",14,4,"ICU",10,16,10,6,92,54,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",13,4,"ICU",17,12,12,0,66,52,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",12,3,"ICU",16,13,13,0,79,94,"donation"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",11,3,"ICU",14,17,14,3,61,50,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",10,3,"ICU",13,8,8,0,91,56,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",9,3,"ICU",11,20,11,9,97,73,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",8,2,"ICU",12,10,10,0,76,98,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",7,2,"ICU",21,47,21,26,72,83,"flu"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",6,2,"ICU",14,12,12,0,87,51,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",5,2,"ICU",22,13,13,0,73,88,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",4,1,"ICU",20,21,20,1,64,85,"flu"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",3,1,"ICU",20,21,20,1,82,89,"none"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",2,1,"ICU",16,7,7,0,79,85,"donation"
"STF-3c9039fc","Aimee Montoya","nurse","ICU",1,1,"ICU",22,31,22,9,84,91,"flu"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",52,12,"ICU",22,24,22,2,80,96,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",51,12,"ICU",18,15,15,0,87,80,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",50,12,"ICU",22,13,13,0,65,57,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",49,12,"ICU",16,22,16,6,83,64,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",48,12,"ICU",16,23,16,7,98,76,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",47,12,"ICU",13,16,13,3,76,82,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",46,12,"ICU",23,28,23,5,89,75,"flu"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",45,12,"ICU",18,42,18,24,70,54,"flu"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",44,11,"ICU",12,16,12,4,73,87,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",43,11,"ICU",18,12,12,0,89,87,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",42,11,"ICU",16,12,12,0,80,55,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",41,11,"ICU",21,20,20,0,77,96,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",40,10,"ICU",12,15,12,3,97,84,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",39,10,"ICU",11,15,11,4,95,50,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",38,10,"ICU",20,18,18,0,81,70,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",37,10,"ICU",13,20,13,7,82,65,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",36,9,"ICU",15,5,5,0,83,64,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",35,9,"ICU",18,5,5,0,82,64,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",34,9,"ICU",10,7,7,0,72,53,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",33,9,"ICU",11,13,11,2,94,50,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",32,8,"ICU",11,15,11,4,84,51,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",31,8,"ICU",8,12,8,4,87,86,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",30,8,"ICU",8,7,7,0,62,65,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",29,8,"ICU",14,15,14,1,84,82,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",28,7,"ICU",12,8,8,0,86,59,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",27,7,"ICU",15,10,10,0,86,51,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",26,7,"ICU",14,8,8,0,98,63,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",25,7,"ICU",8,6,6,0,71,90,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",24,6,"ICU",9,9,9,0,91,73,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",23,6,"ICU",17,12,12,0,85,83,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",22,6,"ICU",9,6,6,0,92,82,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",21,6,"ICU",12,9,9,0,69,54,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",20,5,"ICU",10,14,10,4,85,65,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",19,5,"ICU",14,17,14,3,68,61,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",18,5,"ICU",12,9,9,0,63,55,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",17,5,"ICU",14,17,14,3,87,83,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",16,4,"ICU",18,15,15,0,98,78,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",15,4,"ICU",14,11,11,0,92,52,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",14,4,"ICU",10,16,10,6,92,54,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",13,4,"ICU",17,12,12,0,66,52,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",12,3,"ICU",16,13,13,0,79,94,"donation"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",11,3,"ICU",14,17,14,3,61,50,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",10,3,"ICU",13,8,8,0,91,56,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",9,3,"ICU",11,20,11,9,97,73,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",8,2,"ICU",12,10,10,0,76,98,"none"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",7,2,"ICU",21,47,21,26,72,83,"flu"
"STF-cacb7290","Matthew Mcmillan","nurse","ICU",6,2,"ICU",14,12,12,0,87,51,"none"
